"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","Id"
"n",0.232050788,62,0,2941,5400,7,0,2,0,1,23569
"n",0.089072794,69,1,0.380656278,13347,15,1,4,0,0,23570
"n",0.000860376,86,0,0.000170039,5880,9,0,0,0,0,23571
"n",0.00249975,94,0,0,5400,2,0,0,0,0,23572
"y",0.9999999,24,98,0,5400,0,98,0,98,0,23573
"n",0.669484556,37,0,0.682256597,5494,9,0,3,0,3,23574
"n",0,34,0,0.283358321,2000,7,0,0,0,0,23575
"n",0,49,0,0,5400,1,0,0,0,2,23576
"n",0.022563159,77,0,0.234268505,6308,7,0,2,0,0,23577
"n",0.309475119,26,0,0.086330935,8200,3,0,0,0,1,23578
"n",0.175571022,53,0,0.179988001,15000,7,0,2,0,2,23579
"n",0.370629371,28,0,614,0,1,0,0,0,0,23580
"n",0.079293011,49,1,0.265680212,4527,6,0,1,0,0,23581
"n",0,41,0,0.241034509,13300,4,0,2,0,4,23582
"n",0.271313829,34,0,0.177964407,5000,10,0,0,0,1,23583
"n",0.171031959,52,0,0.703659268,3333,11,0,2,0,1,23584
"n",0.9999999,37,0,0,7000,0,0,0,0,0,23585
"y",0.37692747,46,1,19,5400,3,0,0,0,0,23586
"n",0.110683794,25,0,0.101113967,3500,5,0,0,0,0,23587
"n",0.03134968,39,0,0.018817995,3400,8,0,0,0,2,23588
"n",0.346482676,44,0,0.286684218,7216,4,0,1,0,0,23589
"n",0,83,0,35,5400,2,0,0,0,0,23590
"n",0.721448954,55,0,0.419934385,6400,10,0,0,0,0,23591
"y",0.9999999,60,0,0.661895024,4400,4,0,2,0,0,23592
"n",0.030793677,59,0,0.423217074,1920,7,0,1,0,0,23593
"n",0.304316876,61,0,0.361741396,9210,15,0,1,0,0,23594
"n",0.059070752,76,0,61,5400,2,0,0,0,0,23595
"n",0.231992,54,0,0.491738489,21000,17,0,3,0,2,23596
"n",0.289757593,77,0,1.361400189,2113,10,0,1,0,0,23597
"n",0.238278248,29,1,0.054877231,7452,5,0,0,0,0,23598
"n",0.073930923,67,0,1775,5400,5,0,1,0,0,23599
"y",0.9999999,27,0,18,5400,0,1,0,0,0,23600
"n",0.000368262,37,0,0.093687518,3500,7,0,0,0,0,23601
"n",0.146314708,49,7,0.438071995,9833,19,0,2,0,0,23602
"n",0.9999999,38,0,0.281313131,1979,2,1,0,1,1,23603
"n",0.062645785,56,0,8,5400,5,0,0,0,0,23604
"n",0.9999999,21,98,0,0,0,98,0,98,0,23605
"n",0,48,0,0.365263667,6200,12,0,1,0,2,23606
"n",0.046558409,60,0,0.311974551,4400,13,0,2,0,1,23607
"y",0.16957826,52,0,0.695910647,5550,15,0,3,0,3,23608
"y",0.201208056,65,0,0.112735908,8000,19,0,0,0,1,23609
"n",0.98920216,39,1,0.17451794,4096,6,0,1,0,2,23610
"n",0.050136628,55,1,0.534116471,4000,7,0,1,0,0,23611
"n",0.109559652,33,0,0.149952033,13550,8,0,1,0,3,23612
"n",0.621069507,72,0,0.596029445,4482,7,0,1,0,0,23613
"n",0.213849287,31,0,0.322834646,1650,2,0,0,0,0,23614
"n",0.214728741,46,0,2260,5400,8,0,3,0,0,23615
"n",0.048443928,58,0,3549,5400,10,0,1,0,0,23616
"n",0.23872016,48,1,0.378175392,4526,5,0,1,0,2,23617
"n",0,65,0,3936,5400,7,0,2,0,0,23618
"n",0.006958861,65,0,0.002034884,3439,5,0,0,0,0,23619
"n",0.9999999,22,0,9,5400,0,0,0,0,0,23620
"n",0.058172648,39,0,3284,5400,10,0,2,0,0,23621
"n",0.051589682,25,0,879,5400,4,0,0,0,0,23622
"y",0.404128366,50,0,0.13445477,8500,6,0,1,0,0,23623
"n",0.288493001,31,0,0.072705241,3300,3,0,0,0,0,23624
"n",0.021408248,76,0,0.00733089,3000,5,0,0,0,0,23625
"n",0.096565517,49,2,2577,5400,9,1,2,0,1,23626
"n",0.01030976,32,0,0.34487683,2800,11,0,1,0,0,23627
"n",0.065023143,62,0,0.117595049,15833,7,0,1,0,1,23628
"n",0.467191571,46,0,0.208723839,14190,23,0,2,0,3,23629
"n",0.27866852,42,0,0.539243459,6000,9,0,2,0,4,23630
"n",0.578997019,55,0,0.428540819,4666,7,0,1,0,0,23631
"n",0.403231959,54,1,0.350757576,6599,16,0,2,0,0,23632
"y",0.021913178,48,0,0.19837355,7500,7,0,1,0,1,23633
"n",0.085035331,63,0,137,5400,4,0,0,0,0,23634
"y",0.9999999,35,2,0.362155689,4174,6,0,2,0,0,23635
"n",0.9999999,39,0,0.12664978,7500,3,0,0,0,0,23636
"n",0.765614323,50,1,0.433713257,5000,10,1,1,0,0,23637
"n",0.202527107,67,1,0.420815017,8416,12,0,2,1,0,23638
"y",0.903946248,52,0,1.706146927,2000,9,0,2,1,0,23639
"n",0.243547278,67,0,0.334542351,4686,8,0,2,0,0,23640
"n",0.158149739,59,0,0.581696615,2392,9,0,1,0,0,23641
"n",1.01110497,47,0,0.420899855,6200,11,0,1,0,2,23642
"n",0.073387449,71,0,0.178843227,7883,11,0,1,0,0,23643
"n",0.9999999,35,0,0.086357373,2176,1,0,0,0,0,23644
"n",0.348413144,73,0,0.716513395,2500,8,0,1,0,0,23645
"n",0.066397049,33,0,0.057703295,5250,5,0,0,0,0,23646
"n",0.029899402,54,1,0.246686787,7620,8,0,1,1,3,23647
"n",0.616526956,41,0,0.306323483,3146,3,0,0,0,2,23648
"n",0.739172018,56,0,0.42641844,7895,21,0,1,0,0,23649
"n",0.062082758,49,0,0.182610048,6428,7,0,1,0,3,23650
"n",0.166814641,62,0,0.349053395,8820,15,0,1,0,1,23651
"n",0.090163661,57,0,0.192652746,12929,9,0,1,0,3,23652
"n",0.592067044,51,0,0.474687705,6083,7,0,1,0,3,23653
"n",0.53101078,27,0,0.160747172,3800,5,0,0,0,0,23654
"n",0.021606873,47,0,0.231893543,4583,7,0,1,0,1,23655
"n",0.032074557,57,0,115,5400,7,0,0,0,0,23656
"n",0.002113168,46,0,1932,5400,4,0,1,0,0,23657
"n",0.102779444,49,0,0.002608242,5750,3,0,0,0,0,23658
"n",0.007749839,54,0,0.284164859,2765,11,0,1,0,2,23659
"n",0.597596636,50,0,1079,5400,10,0,0,0,0,23660
"n",0.120893955,51,1,0.234314164,15666,6,0,1,0,2,23661
"n",0.34159369,54,0,2031,5400,4,0,2,1,0,23662
"n",0.04598978,56,1,1343,5400,4,0,1,0,0,23663
"n",0.476930136,44,0,0.366819508,9595,17,0,4,0,0,23664
"n",0.980353866,48,0,2188,5400,11,0,0,0,0,23665
"n",0.012988356,81,0,0.006091933,5416,11,0,0,0,0,23666
"n",1.557487503,38,0,2505,5400,7,0,1,0,0,23667
"n",0.896151553,40,1,0.645148026,2431,5,0,0,0,0,23668
"n",0.265948603,50,0,0.434916021,6191,13,0,2,0,2,23669
"n",0.066374468,62,2,0.263525305,4583,15,0,1,0,0,23670
"n",0.073811896,66,0,0.338156579,17000,11,0,3,0,2,23671
"n",0.9999999,53,0,1.564145285,3000,3,0,2,0,0,23672
"n",0.524096642,62,0,0.273452545,7269,12,0,0,0,0,23673
"n",0.25911931,43,0,0.444711095,5416,9,0,2,0,2,23674
"n",0.580561296,83,0,0.446307643,3100,3,0,2,0,0,23675
"n",0.378331426,81,0,2730,5400,11,0,1,0,0,23676
"n",429,55,0,0.012542104,36516,4,0,0,0,3,23677
"y",0.68756082,43,0,0.3522678,11530,9,0,2,0,0,23678
"n",0.664539784,53,1,0.665256346,8035,13,0,1,0,1,23679
"n",0.029493071,52,0,0.150154154,12000,14,0,2,0,1,23680
"n",0.9999999,50,0,0.026950663,4600,0,0,0,0,5,23681
"n",0,49,0,0.586879433,6203,16,0,3,0,3,23682
"n",0.104644768,70,0,1568,5400,7,0,1,0,0,23683
"y",0.9999999,61,4,0.337796822,5600,9,1,1,0,0,23684
"n",0.9999999,47,0,0.137904067,3835,1,0,0,0,2,23685
"n",0.965909478,51,0,0.488609422,9700,18,0,0,0,2,23686
"n",0.061036114,59,0,0.296340131,10983,11,0,4,0,3,23687
"n",0.950739435,52,0,0.467460942,8896,9,0,2,0,2,23688
"n",0.107119048,55,0,0.758936231,3496,4,0,1,0,0,23689
"n",0.082042696,50,0,0.52685422,4300,5,0,1,0,2,23690
"n",0.04023994,67,0,1.373865699,550,3,0,1,0,1,23691
"n",0.374288149,54,3,0.373044783,4666,10,0,2,0,1,23692
"n",0.584464071,50,0,0.234150093,9100,4,0,0,0,2,23693
"n",0.516131183,48,0,0.776489404,2500,9,0,1,0,0,23694
"n",0.973725657,49,0,0.462671471,15818,11,0,8,0,2,23695
"n",0.051998496,42,0,0.280096794,3305,13,0,0,0,0,23696
"n",0.620476118,38,0,0.418306821,7417,11,0,1,0,0,23697
"n",0,25,0,0,5400,1,0,0,0,0,23698
"n",0.057233155,52,0,69,0,11,0,0,0,0,23699
"n",0.196403961,57,1,0.012160494,261666,12,0,1,0,4,23700
"n",0.168570649,40,0,0.200381316,5244,12,0,0,0,0,23701
"n",0,49,1,0.180092124,8900,6,0,1,0,3,23702
"n",0.030023095,76,0,37,5400,3,0,0,0,0,23703
"n",0.072950324,50,0,0.363431828,6666,14,0,1,0,4,23704
"n",0,82,0,0.156616052,2304,6,0,0,0,0,23705
"n",0.003779782,85,0,0.657967796,1800,13,0,2,0,0,23706
"n",0.763671471,53,0,0.934120854,2200,7,0,1,0,4,23707
"n",0.36437085,77,0,136,5400,1,0,0,0,0,23708
"y",0.986554622,42,0,1804,5400,4,1,1,1,0,23709
"n",0.013774466,59,0,0.255268895,11007,13,0,2,0,3,23710
"n",0.0985543,35,0,0.074151749,13350,19,0,0,0,0,23711
"n",0.364218104,61,0,1491,5400,6,0,1,0,0,23712
"n",0.087792864,70,0,0.236822146,5273,16,0,1,0,0,23713
"n",0,80,0,73,5400,4,0,0,0,0,23714
"n",0.252511452,49,1,0.313766332,5280,7,0,2,0,0,23715
"n",0.050948726,47,0,0.027099067,2250,2,0,0,0,0,23716
"y",0.9999999,49,0,0.00779844,5000,0,3,0,0,3,23717
"n",0.012211621,63,0,31,0,4,0,0,0,0,23718
"n",0.14801787,65,0,0.958619001,4083,14,0,6,0,0,23719
"n",2.458471761,46,0,27,5400,1,3,0,1,0,23720
"n",0,44,1,0.176983911,11000,7,0,2,0,4,23721
"n",0.19582547,62,0,0.472639637,3526,8,0,1,0,1,23722
"n",0.404013244,49,0,0.731653669,5000,5,0,1,0,2,23723
"n",0.035202086,30,1,0.270486342,1500,3,0,0,0,0,23724
"n",0.002991681,68,0,2431,5400,15,0,1,0,0,23725
"n",0.080292218,56,0,0.119040119,34920,11,0,1,0,2,23726
"n",0.256970162,58,0,0.353133293,4898,14,0,0,0,1,23727
"n",0.686810527,44,0,0.390605055,3916,8,0,1,0,0,23728
"n",0.034399595,86,0,0.172830725,4217,13,0,1,0,0,23729
"n",0.736880651,47,0,0.184975003,7400,9,0,0,0,0,23730
"n",0.9999999,56,0,0.216849345,4652,4,0,1,0,0,23731
"n",0.9999999,54,0,1666,5400,1,0,1,0,0,23732
"n",0.01259964,56,0,0.001559688,8334,2,0,0,0,0,23733
"n",0.219154135,39,0,0.094458988,9167,5,0,0,0,0,23734
"n",0,75,0,14,5400,1,0,0,0,0,23735
"n",0.10293059,76,1,0.067315955,3490,7,0,0,0,0,23736
"n",0.896984815,51,0,0.484378537,8833,13,0,1,0,0,23737
"y",0.488033857,63,1,1537,5400,5,0,0,1,0,23738
"n",0.9999999,47,1,0.358720223,5750,4,0,3,0,1,23739
"n",0.449394869,51,0,0.674358501,5416,14,0,3,0,2,23740
"n",0.030245693,48,0,0.386761324,10000,7,0,2,0,2,23741
"n",0.682691526,30,1,0.475235564,4138,11,0,0,0,2,23742
"n",0.419080654,48,0,0.574872888,6096,16,0,2,0,2,23743
"n",0.738917065,46,0,0.535656521,6800,9,0,1,0,1,23744
"n",0.014999118,59,2,0.081908345,5847,5,0,0,0,0,23745
"n",0.01062247,73,0,0.141912908,7715,7,0,2,0,0,23746
"n",0.256540095,51,0,0.793825679,9166,13,0,2,0,2,23747
"n",0.640967952,53,0,0.322169059,1880,4,0,0,0,0,23748
"n",0.543665052,40,0,1.612970711,1433,9,0,2,0,0,23749
"n",0.496488678,47,0,0.408155768,13609,11,0,2,0,0,23750
"n",0.390161225,68,0,0.349652028,12500,18,0,3,0,0,23751
"n",0.9999999,69,0,11,5400,0,0,0,0,0,23752
"n",0.352610308,40,0,253,0,4,0,0,0,0,23753
"n",0.190110944,27,0,0.164604898,3960,6,0,0,0,1,23754
"n",0.9999999,33,2,0.212696826,4000,4,0,0,0,0,23755
"n",0.001674601,65,0,0.000945626,2114,5,0,0,0,0,23756
"n",0.270101759,39,0,0.126850553,6416,8,0,2,0,1,23757
"n",0.018808628,51,0,0.62273579,1600,4,0,1,0,0,23758
"n",0.013510955,69,0,0.228838206,6532,11,0,2,0,0,23759
"n",0,28,0,3427,0,20,0,2,0,2,23760
"n",0.871791628,55,1,0.141268699,12500,14,0,0,0,0,23761
"y",0.868442964,62,0,0.171957011,4000,4,0,0,0,0,23762
"n",0.885645742,24,0,0.11863581,4104,5,0,0,0,0,23763
"n",0.541454879,52,0,0.420947382,8000,12,0,2,0,3,23764
"n",0.020228948,74,0,574,5400,5,0,1,0,0,23765
"n",0.295845935,46,0,0.404957373,6333,9,0,1,0,2,23766
"n",0.124635015,50,2,0.310473016,7800,7,0,2,0,2,23767
"n",0.00507085,84,0,0.000666756,7498,5,0,0,0,0,23768
"n",0.698405644,35,0,0.373862696,4835,5,0,1,0,0,23769
"n",0.009180479,66,0,0.491008839,3280,14,0,1,0,1,23770
"n",0.029249478,27,0,0.035669192,3167,6,0,0,0,0,23771
"n",0.09069774,72,0,120,5400,5,0,0,0,0,23772
"n",0.812476953,57,0,1273,5400,21,0,0,0,0,23773
"y",0.639319138,63,0,0.704918033,2500,8,0,0,0,0,23774
"n",0.019797489,83,0,0.079429735,5400,19,0,1,0,1,23775
"n",0.028373003,66,0,38,5400,5,0,0,0,0,23776
"n",0.110796307,64,0,0.131874502,13800,3,0,1,0,2,23777
"n",0.01919904,50,0,1276,5400,2,0,1,0,0,23778
"n",0.015993395,48,0,0.544892279,9700,7,0,3,0,4,23779
"n",0,34,0,0,4220,7,0,0,0,0,23780
"n",0.126493914,60,0,0.3936157,8050,19,0,2,0,0,23781
"n",0.26789967,50,0,0.267951598,13800,8,0,4,0,4,23782
"n",0.99000238,45,0,0.511338617,9083,8,1,1,0,3,23783
"n",0.408748736,63,0,0.512688433,13200,6,0,3,0,0,23784
"n",0,75,0,0.265432099,3401,9,0,1,0,1,23785
"n",0.0373471,45,0,0.006893037,41200,2,0,0,0,0,23786
"n",0.001976424,65,0,921,5400,6,0,1,0,1,23787
"n",0.50875903,47,0,0.355948749,8194,12,0,1,0,1,23788
"n",0.073472137,40,0,2243,5400,6,0,2,0,0,23789
"n",0.03897922,58,0,0.407314966,10416,11,0,3,0,0,23790
"n",0.015809431,57,0,0.976604679,1666,15,0,1,0,0,23791
"n",0.9999999,48,2,2150,5400,5,0,2,1,1,23792
"n",0.68701302,42,0,2047,5400,13,0,0,0,0,23793
"n",0.030948453,94,0,0.428794992,1916,9,0,1,0,0,23794
"n",0.072956719,68,1,0.681895617,6456,20,0,4,0,0,23795
"n",0.362768317,62,0,0.108148642,6000,5,0,1,0,0,23796
"n",0.025927015,56,0,0.322741918,9000,9,0,3,0,0,23797
"n",0.040908595,59,0,0.294341132,5000,14,0,1,0,0,23798
"n",0,79,0,0,5400,3,0,0,0,0,23799
"n",0.390525752,55,0,0.666203832,3600,9,0,2,0,0,23800
"n",0.159201845,61,0,0.36531525,6930,19,0,2,0,0,23801
"n",0.494729386,35,0,0.078351546,14000,4,0,0,0,0,23802
"n",0.004717828,45,0,0.000498952,10020,4,0,0,0,3,23803
"n",0.244558172,62,1,7314,5400,23,0,2,0,0,23804
"n",0.172436925,57,0,0.622603933,4016,19,0,1,0,2,23805
"n",0.420472237,39,0,0.182050686,4300,9,0,1,0,3,23806
"n",0.053218214,41,0,64,5400,6,0,0,0,0,23807
"n",0.013231878,87,0,22,5400,9,0,0,0,0,23808
"n",0.454821807,53,1,0.439746612,6787,8,0,2,0,2,23809
"n",0.07741512,53,0,0.284303096,8300,8,0,2,0,0,23810
"n",0.248797362,32,0,0.248876175,2446,6,0,0,0,0,23811
"n",0.016078685,31,1,0.40758228,7200,12,0,2,0,0,23812
"n",0.239682368,52,0,0.543496046,11000,11,0,2,0,2,23813
"y",0.858205486,45,0,0.024877832,2250,6,0,0,1,1,23814
"n",0.007312043,77,0,3,5400,2,0,0,0,0,23815
"n",0.106573338,51,0,0.266293483,2500,4,0,0,0,0,23816
"n",0.144969253,29,0,117,1,7,0,0,0,0,23817
"n",0.112039834,53,0,0.300055996,12500,10,0,2,0,2,23818
"n",0.043496924,50,0,0.29074984,4680,12,0,1,0,2,23819
"n",0.016736907,63,0,0.012569034,5250,15,0,0,0,0,23820
"y",0.036886814,56,1,0.061318885,7566,10,0,0,1,0,23821
"n",0.052069426,61,0,588,5400,6,0,1,0,0,23822
"n",0,66,1,0.289506637,3992,7,2,2,0,1,23823
"n",0.541748608,52,0,0.229225571,14500,6,0,1,0,2,23824
"n",0.275718451,22,0,0.236085627,1634,3,0,0,0,0,23825
"n",0.127409545,38,0,2012,5400,6,0,2,0,0,23826
"n",0.016057506,56,0,16,5400,2,0,0,0,0,23827
"n",0.06432778,79,0,0.014384858,7924,8,0,0,0,0,23828
"n",0.343757102,47,1,0.668823923,4480,11,0,2,0,2,23829
"n",1.004549886,60,0,0.676660915,4635,9,0,1,0,0,23830
"n",0.371226778,49,0,0.411071849,2546,15,0,1,0,1,23831
"n",1.052732045,45,0,0.352516268,16750,12,0,2,0,3,23832
"n",0.32599804,78,0,0.268933912,16583,14,0,2,0,0,23833
"n",0.031489996,56,0,0.501117516,8500,16,0,2,0,0,23834
"n",0.988200787,62,0,0.450432311,8442,4,0,1,0,0,23835
"n",0.290373488,23,0,15,0,3,0,0,0,0,23836
"n",0.007908851,36,0,1850,5400,8,0,1,0,0,23837
"n",0.393814158,35,0,0.124775045,5000,3,0,0,0,0,23838
"n",0.305159766,38,0,0.363044224,5833,12,0,2,0,2,23839
"n",0.403683757,74,0,1.523238381,2000,11,0,1,0,1,23840
"n",0.044426456,47,0,13.5,1,2,0,0,0,1,23841
"n",0.015374039,26,0,0.101831502,2729,2,0,0,0,0,23842
"n",0.028516027,70,0,0.213139343,6666,20,0,0,0,1,23843
"n",0.186066068,73,0,0.101709257,5908,8,0,0,0,4,23844
"n",0.640607618,54,0,0.468939518,6100,7,0,2,0,1,23845
"n",0.618253982,67,0,0.249537071,13500,16,0,1,0,0,23846
"n",0.233598133,40,1,0.708663307,8333,10,0,3,0,3,23847
"n",0.22632076,65,0,0.026298631,4600,3,0,0,0,0,23848
"n",0.005333226,56,0,0.026527851,17000,6,0,1,0,0,23849
"n",0.050031666,48,1,95,5400,5,0,0,0,0,23850
"n",0,67,0,35,5400,2,0,0,0,0,23851
"n",0.39278572,38,0,0.006789609,80416,4,0,0,0,1,23852
"n",0.022531736,53,0,0.443826799,3417,6,0,1,0,1,23853
"n",0.256291152,49,0,0.354243542,8400,11,0,1,0,5,23854
"n",0.9999999,69,0,1998,5400,4,0,2,0,1,23855
"n",0.071974064,82,0,0.178193833,4539,14,0,1,0,0,23856
"n",0.766737876,39,0,0.17174626,12500,9,0,0,0,0,23857
"n",0.03907252,69,0,0.072256305,4400,14,0,0,0,0,23858
"n",0.635595092,55,0,0.692732911,14833,15,0,3,0,1,23859
"n",0.039930615,58,0,0.258744498,8633,18,0,1,0,0,23860
"n",0.197178137,59,0,0.302292829,17750,13,0,2,0,2,23861
"y",0.960313121,64,0,0.77814806,4200,11,0,1,0,1,23862
"n",0.143015191,42,0,3580,5400,10,0,2,0,0,23863
"n",0.347631198,45,0,0.155567538,3708,4,0,0,0,0,23864
"n",0.247681002,40,0,0.528841717,6500,9,0,2,0,3,23865
"n",0.23067113,68,0,0.664067187,5000,8,0,1,0,0,23866
"n",0.522639416,57,0,8.662983425,180,5,0,2,0,0,23867
"n",0,32,0,0,2636,1,0,0,0,0,23868
"n",0.036055645,48,0,0.282028149,5541,8,0,1,0,0,23869
"n",0.667656434,63,0,0.215905127,5733,7,0,0,0,0,23870
"n",0.061466712,79,0,0.225113288,6840,8,0,0,0,0,23871
"n",0.116966921,70,0,1.845855926,1290,26,0,2,0,0,23872
"y",1.048689139,34,1,984,5400,8,1,0,3,2,23873
"n",0.003382633,48,0,0.34674543,8971,12,0,1,0,1,23874
"n",0.047447184,75,0,0.011387038,8254,9,0,0,0,0,23875
"n",0.132678133,51,0,0.048536759,1400,7,0,0,0,0,23876
"n",0.601629885,43,0,0.602593793,4317,9,0,1,0,3,23877
"n",0.000312494,49,0,0.29787234,5263,5,0,1,0,1,23878
"n",0.464009571,76,0,2.019302153,1346,9,0,2,0,0,23879
"n",0.007914997,79,0,0.054850874,5833,17,0,0,0,0,23880
"n",0.011352273,47,0,0.477299459,4250,4,0,1,0,0,23881
"n",0.132435794,48,0,4697,5400,8,0,2,0,0,23882
"n",0.02896057,54,0,0.164298495,9500,8,0,1,0,0,23883
"n",0.028311076,33,0,0.0135852,82000,7,0,0,0,0,23884
"n",0.410165189,38,0,0.35793731,8900,8,0,2,0,2,23885
"n",0.137724551,48,0,0.194384449,3240,2,0,1,0,2,23886
"n",0.309795692,42,0,0.203551858,25000,7,0,2,0,2,23887
"n",0.298822484,28,2,0.130397788,4700,7,0,0,0,0,23888
"n",0.542171307,50,0,0.291336693,12500,11,0,2,0,1,23889
"n",0.094739116,44,0,0.336295473,3600,9,0,3,0,0,23890
"n",0.438157807,44,0,0.164690505,10710,15,0,0,0,2,23891
"n",0.9999999,48,0,0.270772923,10000,5,0,2,0,0,23892
"n",0,41,0,0.314908437,8900,9,0,2,0,2,23893
"n",0.893712866,53,0,0.49871639,7400,8,0,1,0,0,23894
"n",0.342747312,65,0,1.958270865,4001,14,0,6,0,0,23895
"n",0.060455278,57,0,0.471528472,1000,9,0,1,0,0,23896
"n",0.705227217,34,0,0.538955479,2335,4,0,0,0,0,23897
"n",0.9999999,29,0,0.140286571,3000,5,0,0,0,1,23898
"n",0.016785048,41,1,0.357326478,5834,9,0,3,0,2,23899
"y",0.998423508,55,0,0.620213911,15800,10,0,2,0,0,23900
"n",0.028464785,66,1,0.269028871,7619,16,0,1,0,0,23901
"n",0.9999999,22,0,200,0,1,0,0,0,0,23902
"n",0.23825862,51,0,2.610356805,3166,17,0,3,0,3,23903
"n",0.011114361,40,4,0.768648931,7667,9,0,2,0,1,23904
"n",0.063283721,43,0,1.299678013,4347,10,0,4,0,2,23905
"n",0.135271618,65,1,811,5400,10,0,1,0,0,23906
"n",0.554259529,36,1,0.653061224,2400,4,0,1,0,1,23907
"n",0.109089091,58,0,0.538307712,8000,10,0,3,0,0,23908
"n",0.003411196,69,0,0.037447737,5500,9,0,0,0,0,23909
"n",0.180363796,41,0,909,5400,9,0,2,0,0,23910
"n",0.787254682,56,1,0.241763876,7800,5,0,1,1,0,23911
"y",0.589234189,52,0,0.329283489,3209,8,1,0,0,2,23912
"n",0,67,0,0,10500,9,0,0,0,0,23913
"n",0.14341611,55,0,0.325334497,6875,13,0,1,0,1,23914
"n",0,31,0,0.001445684,4841,2,1,0,1,3,23915
"y",0.9999999,65,98,0.012215436,1800,0,98,0,98,0,23916
"n",0.103947401,58,0,0.372043011,8369,7,0,2,0,2,23917
"n",0.417849504,35,1,1.054778089,2500,11,0,2,0,0,23918
"n",0.045145053,61,0,875,5400,5,0,1,0,0,23919
"n",0.169833207,55,0,0.012957861,9800,1,0,0,0,3,23920
"n",0.027176427,41,0,0.39943027,8073,8,0,1,0,2,23921
"n",0.027276262,68,0,0.575396322,7884,12,0,2,0,0,23922
"n",0.92766541,34,1,0.182804913,3500,5,0,0,0,1,23923
"n",0.037170898,71,0,0.480434162,3500,15,0,1,0,0,23924
"n",0.308183076,53,0,0.286726106,12000,12,0,1,0,4,23925
"n",0.372862923,42,0,0.301433982,23500,10,0,3,0,3,23926
"n",0.618879692,56,0,0.326722773,12000,20,0,1,0,1,23927
"n",0.231393775,46,2,0.245886654,12033,17,0,2,0,4,23928
"n",0.374335527,59,1,0.306354612,13800,16,0,2,0,5,23929
"n",0.531386283,45,1,1113.5,1,9,0,1,0,2,23930
"n",0.437840683,56,0,0.889843887,5700,10,0,5,0,0,23931
"n",0.227168358,56,1,0.495385325,4333,6,0,1,0,1,23932
"n",0,33,0,69,5400,3,0,0,0,0,23933
"n",0.094631314,62,0,0.305673582,4000,22,0,0,2,2,23934
"n",0,60,0,1,5400,11,0,0,0,0,23935
"n",0.918332624,56,0,0.042019904,2712,4,0,0,0,0,23936
"n",0.834747829,59,0,1543,5400,7,0,0,0,1,23937
"n",0.016344763,64,0,0.154300282,7452,9,0,0,0,2,23938
"n",0.9999999,48,0,0.510244878,2000,2,1,1,0,0,23939
"n",0.013868156,56,0,0.131973605,5000,7,0,0,0,1,23940
"n",0.433755309,51,0,0.51812047,4000,7,0,1,0,3,23941
"y",0.727198531,81,5,0.273761714,5975,7,0,1,1,0,23942
"n",0.047298818,65,0,12.35458167,250,4,0,2,0,0,23943
"n",0.3787495,39,1,0.523104621,4998,10,1,2,0,2,23944
"y",0.814098642,68,0,0.183966552,5500,16,3,1,0,0,23945
"n",0.400828961,54,0,0.250876869,5416,7,0,1,0,0,23946
"n",0.311218666,45,0,0.471505699,5000,6,0,1,0,3,23947
"n",0.030848458,68,0,0.065607451,7300,5,0,0,0,1,23948
"n",0.39333265,33,1,0.849643423,5047,18,0,2,0,2,23949
"n",0.200489142,64,0,1244,5400,4,0,1,0,0,23950
"n",0.61872133,56,0,0.386169548,4800,10,0,0,0,3,23951
"n",0.159492025,30,0,0.692769077,3000,5,0,1,0,0,23952
"n",0.03499825,58,0,56,5400,2,0,0,0,0,23953
"n",0,81,0,3.994011976,500,6,0,1,0,0,23954
"n",0,58,0,0.387522496,5000,10,0,1,0,0,23955
"n",0,35,0,0.613120269,4755,7,0,1,0,2,23956
"n",0.775161253,48,1,1795,5400,8,0,1,0,1,23957
"n",0.149863715,53,0,945,5400,9,0,1,0,0,23958
"n",0.005293263,49,0,0.201815105,6500,6,0,1,0,0,23959
"n",0.866966109,44,5,0.437642519,5700,20,1,1,2,0,23960
"n",0.46366214,31,0,93,5400,2,0,0,0,0,23961
"n",1.112299465,48,1,0.613412229,1520,6,1,0,1,0,23962
"n",0.513148685,57,0,0.027125717,5750,1,0,0,0,1,23963
"n",0.197997509,51,0,0.333293656,8400,10,0,1,0,1,23964
"n",0.470085076,59,5,1.280077904,15916,34,6,14,8,0,23965
"n",0.022740987,47,0,0.354940843,6000,13,0,3,0,1,23966
"n",0.771144279,33,0,0.205560762,3200,2,1,0,0,0,23967
"n",0.045875066,66,0,0.137905829,16416,9,0,1,0,1,23968
"n",0.192376788,42,0,1565,5400,6,0,2,0,5,23969
"n",0.071783151,66,0,0.016995751,4000,5,0,0,0,0,23970
"n",0.015131521,43,0,1281,5400,20,0,2,0,0,23971
"n",0.275121689,52,0,0.368367231,8800,13,0,2,0,0,23972
"n",0.9999999,66,0,0.175556489,2380,1,0,0,0,0,23973
"n",0,60,1,16,5400,10,0,0,0,0,23974
"n",0.145553403,41,0,0.270970839,8332,4,0,1,0,2,23975
"n",0,68,0,0,5400,1,0,0,0,0,23976
"y",0.97420187,37,2,0.124652816,9000,8,2,1,2,2,23977
"n",0.127347634,58,0,213,5400,8,0,0,0,0,23978
"n",0.040320247,92,0,0.014307811,2585,4,0,0,0,0,23979
"n",0.103161398,24,1,1,5400,2,0,0,0,0,23980
